UWI,Nombre del Pozo,"Profundidad Total 
(ft)",Departamento,Cuenca,Lat,Lon,"Coordenada
X","Coordenada 
 Y","Elevación GL
(ft)","Elevacion 
(m)","Temperatura en superficie 
(°C)","BHT
(°F)","BHT
(°C)","Profundidad BHT
(ft)","Profundidad BHT 
(m)",Temperatura de formación (°C),Gradiente Geotérmico Aparente (°C/Km),Año de actualizacion del dato,Distance_To_Nearest_Volcano (m),Radius (m),Number of Volcanoes Nearby,Moho_Depth (m),LAB,RHO_C,RHO_L,RHO_SL,FA,G_zz,G_xx,G_yy
MANA0002,MANACACIAS-2,3408,Meta,Llanos Orientales,3.4664,-72.2359,1205059.9908,874951.9502,767.0,233.78160000000003,27.031092,154.0,67.77777777777779,3408.0,1038.7584000000002,70.56650902026458,41.91101320602035,2009.0,342335.2892993774,347335.2892993774,2,32873.252170271284,183350.3125667478,2886.0289361244345,3352.11991043537,3474.1066577331308,-6.5208987468851,0.20472670778094965,-0.06616293660051621,-0.13451670690108858
MANN0001,MANANTIAL-1,2360,Cundinamarca,Valle Medio del Magdalena,4.564439,-74.687767,932654.715829,996201.329222,1044.0,318.2112,26.608944,119.0,48.333333333333336,2360.0,719.3280000000001,50.099357781485615,32.65605367994241,2008.0,57281.21137719284,62281.21137719284,2,43401.852431047504,187855.95916375087,2888.770180093378,3349.3888071330452,3474.329608110344,51.7391417684619,0.9873533224245391,-0.5617009317470557,-0.4257821983451231
MANT0001,MANATI-1,11437,Atlántico,Sinú-San Jacinto,10.487585,-74.913145,908887.688729,1651367.07475,135.0,41.148,27.99426,182.0,83.33333333333334,11439.0,3486.6072000000004,95.5430053044476,19.3737755444455,2008.0,538047.9002157986,543047.9002157986,1,34013.629189781626,136676.52972186223,2673.4664618940337,3345.7622166399947,3456.047422878284,-29.19722602287368,-0.11508309379155841,-0.008588526853213051,0.12343789852200697
MANR0001,MANDARINA-1,3892,Caqueta,Caguan-Putumayo,1.384766,-75.894102,798173.857144,644645.782758,1031.0,314.2488,26.628756,212.0,100.0,3892.0,1186.2816,103.30235371394032,64.63355556888038,2008.0,39134.638230114746,44134.638230114746,2,38512.8293176138,65365.96148159209,2858.6323241446507,3285.028977828862,3440.1322145054196,29.014749333195837,0.6064044337347638,-0.36536121866614296,-0.23581690135378747
MAND0001,MANDUR-1,7012,Putumayo,Caguan-Putumayo,0.857844,-76.043939,781450.066253,586359.875182,660.0,201.168,27.19416,176.0,80.0,7012.0,2137.2576,87.03772861431044,28.000166481714906,2008.0,38144.032147237725,43144.032147237725,1,35373.24916190977,60726.57221113506,2846.524594373403,3279.916194155588,3439.491430532734,25.69976896509743,0.5754991875926442,-0.3328205343395218,-0.23828769994879725
MAND0003,MANDUR-3,7600,Putumayo,Caguan-Putumayo,0.765797,-76.148928,769751.13744,576181.177022,857.0,261.2136,26.893932,195.0,90.55555555555556,7543.0,2299.1064,98.26521558249559,31.043053763190596,2008.0,45528.94841421188,50528.94841421188,1,35224.71872700634,62821.3840031229,2843.010200557809,3280.9127310722893,3440.093905573521,27.93196774344534,0.5862490453064174,-0.33660363456045583,-0.24512225939363835
MAND0004,MANDUR-4,6157,Putumayo,Caguan-Putumayo,0.765729,-75.993437,787069.900552,576165.543454,791.0,241.0968,26.994516,176.0,80.0,6150.0,1874.52,85.955783584408,31.45406161812517,2008.0,49775.12548778729,54775.12548778729,1,34494.34666805312,62289.777498324824,2847.042756249373,3281.392631864696,3439.7734685308296,23.326151884774184,0.5499206374266081,-0.31543184365839594,-0.23090901799603863
MAND0005,MANDUR-5,7405,Putumayo,Caguan-Putumayo,0.873544,-76.094675,775800.087977,588099.931038,934.0,284.6832,26.776584,178.0,81.11111111111111,7405.0,2257.0440000000003,88.64612150540837,27.41175515648271,2008.0,34655.031632875,39655.031632875,1,35818.53399188538,60669.22560666341,2845.2547035890957,3279.586780098711,3439.5443136468016,27.405236721725057,0.5897834818075837,-0.3416202656109338,-0.24337752028909482
MANI0002,MANILA-2,5250,Huila,Valle Superior del Magdalena,3.117894,-75.089292,887903.087317,836266.929739,1776.0,541.3248,25.493375999999998,144.0,62.22222222222223,6981.0,2127.8088000000002,69.22077238240452,20.550434974422757,2008.0,106508.90828052202,111508.90828052202,1,44939.84112411769,149484.7575732926,2940.4020950265904,3346.629182789952,3462.05236467301,49.998589039135986,0.8345641864601674,-0.5115009971348659,-0.32280449466555744
MANZ0001,MANZANOS-1,3162.5,Boyacá,Cordillera oriental,5.421944,-73.471639,1067527.012709,1091033.214767,3200.0,975.36,23.3232,125.0,51.66666666666667,1864.0,568.1472,52.99615692521407,52.227586310755505,2008.0,166655.93553693744,171655.93553693744,1,43090.299657176976,167569.04453288263,2832.156898929061,3345.95329819106,3471.80700810409,70.15770922658575,0.8246712838061133,-0.4308883439116078,-0.39196866438293154
MPCH0002,MAPACHE-2,8112,Casanare,Llanos Orientales,5.2618,-71.4866,1287701.3802,1073882.4164,486.0,148.1328,27.459336,205.0,96.11111111111111,8122.0,2475.5856000000003,104.55104378462795,31.140796660243918,2009.0,386882.94294958015,391882.94294958015,1,36978.55200699226,148336.80633701241,2857.480483367474,3348.457063397209,3464.592992503192,-12.716093176254232,0.08298351693570949,0.054085816422776316,-0.12809964460589598
MAPU0001,MAPURO-1,2009,Casanare,Llanos Orientales,4.801108,-71.98661,1232385.153578,1022700.119891,420.0,128.01600000000002,27.559919999999998,192.0,88.88888888888889,8530.0,2599.944,97.83826608188578,27.03071530843964,2009.0,342487.85493789613,347487.85493789613,1,36382.916866982654,154840.91726298517,2856.876048093666,3349.7453995751384,3466.1755512474756,5.632850415184941,0.23039830864874306,-0.04864687607199083,-0.17619318719729005
MAR0001,MARCO-1,3387,Casanare,Llanos Orientales,6.2197,-69.6128,1494993.853,1181313.384,320.0,97.536,27.71232,127.0,52.77777777777778,2912.0,887.5776000000001,55.066352376854134,30.818750244321322,2009.0,594790.6340295111,599790.6340295111,1,35534.82203596853,109232.07057459217,2886.1023530799284,3319.6759607726535,3459.5763343733456,-22.6757843795208,-0.13540033093650644,0.16892991856960377,-0.03084570459607918
MARE0001,MARE MARE-1,6935,Casanare,Llanos Orientales,4.807456,-71.676419,1266820.331665,1023515.86907,473.0,144.1704,27.479148,165.0,73.88888888888889,6935.0,2113.788,80.82932527736068,25.23913338393476,2009.0,375449.3285729356,380449.3285729356,1,35615.66850978468,154772.46754829353,2861.907320524905,3351.052116591614,3465.8277240478483,-8.669083347631009,0.11367755088381423,0.02680235111331289,-0.132781281400702
MARN0001,MARENGO-1,5595,Santander,Valle Medio del Magdalena,6.895461,-73.592981,1053929.322473,1253980.67268,426.0,129.84480000000002,27.550776,129.0,53.88888888888889,5595.0,1705.356,59.161902001913916,18.53637950194207,2008.0,205036.21183318205,210036.21183318205,1,43344.92703681221,168241.67860853195,2783.8583106108017,3345.176482575701,3473.241236178389,64.81994347981545,0.6495617180636497,-0.36761356478361984,-0.2735290531192801
MARR0001,MARGARITA-1,8790,Huila,Valle Superior del Magdalena,2.678383,-75.550842,836521.876855,787710.877314,319.0,319.0,26.605,162.0,72.22222222222223,7102.0,2164.6896,79.37375235435563,24.37705265196249,2008.0,59667.761992613734,64667.761992613734,2,46335.65461575427,122372.38187444488,2913.6678242818493,3331.202492899332,3453.8189298470274,52.550439368752436,0.8005361460425036,-0.5007018309865278,-0.29612008008664614
MARG0001,MARGARITAS-1,10550,Santander,Valle Medio del Magdalena,7.117214,-73.652617,1047315.532861,1278499.116064,314.0,95.7072,27.721464,176.0,80.0,10614.0,3235.1472000000003,91.38156290981551,19.677651424892044,2008.0,218002.5705049913,223002.5705049913,1,42043.51794618387,164616.07853891925,2780.0354496205055,3343.398771510006,3472.1596815151174,58.59134187579107,0.5957554966306814,-0.34691498645808444,-0.2408096812142837
MARS0001,MARSELLA-1,10167,Cordoba,Valle Inferior del Magdalena,8.478175,-75.293006,866520.814549,1429202.315457,143.0,43.586400000000005,27.982067999999998,154.0,67.77777777777779,10165.0,3098.2920000000004,78.66965832966072,16.3598493394621,2008.0,316724.82966873195,321724.82966873195,1,36523.649392900654,102173.422916568,2735.158496951042,3313.645127118467,3448.8339413195317,-12.88546911629008,0.10313238565081484,-0.09793112142545632,-0.0049351975591862066
MARY0001,MARY-1,8030,Cauca,Caguan-Putumayo,1.046759,-76.406794,741045.699566,607289.201726,1025.0,312.42,26.6379,192.0,88.88888888888889,8030.0,2447.5440000000003,97.21322129931252,28.835159367640586,2008.0,29291.399945273486,34291.399945273486,1,39738.68964356491,61407.12549414293,2838.185521825983,3278.437169404015,3440.0601275127797,39.02806623565027,0.6838768053864075,-0.40167947733359916,-0.27477153628292755
MARY0003,MARY-3D,8212,Cauca,Caguan-Putumayo,1.047194,-76.406714,741054.680597,607337.424017,1017.0,309.9816,26.650092,180.0,82.22222222222223,8212.0,2503.0176,90.77501613017013,25.619046438255218,2008.0,29260.21635754643,34260.21635754643,1,39743.89510600277,61408.71273223171,2838.1894961107223,3278.439316152236,3440.060344150497,39.03301912757229,0.6839187741535191,-0.4017171729743395,-0.2747746829694843
MARY0004,MARY-4D,8186,Cauca,Caguan-Putumayo,1.047211,-76.406661,741060.563769,607339.267799,1017.0,309.9816,26.650092,184.0,84.44444444444444,8223.0,2506.3704000000002,93.01101585295093,26.47690215817699,2008.0,29254.144164503457,34254.14416450346,1,39743.74694968343,61408.509020171114,2838.190919561664,3278.439492614799,3440.060244562332,39.0317696462822,0.683909769953522,-0.4017124149252158,-0.27477069861738296
MARY0005,MARY-5D,8100,Cauca,Caguan-Putumayo,1.047239,-76.415781,740044.671203,607343.09994,1028.0,313.3344,26.633328,224.0,106.66666666666667,8100.0,2468.88,115.07897598389555,35.8241988204755,2008.0,30144.353690658816,35144.35369065881,1,39809.708553582845,61457.37782282117,2837.960137829224,3278.4228760224596,3440.079993086895,39.29556465914998,0.685854723559547,-0.40285166808597855,-0.27552048370857035
MATC0001,MATACUYA-1,8500,Santander,Valle Medio del Magdalena,7.239132,-73.804029,1030580.244139,1291969.812744,272.0,82.9056,27.785472,155.0,68.33333333333334,8500.0,2590.8,77.24546356914345,19.09062512318336,2008.0,218120.70345163584,223120.70345163584,1,41727.51780116137,162531.82102147373,2776.8538996165676,3341.4796295366355,3471.3138005755554,52.74282068450324,0.5619631515628934,-0.33241334955248386,-0.22235385920486203
MATD0001,MATADERO-1,6578,Boyacá,Valle Medio del Magdalena,5.938814,-74.550431,948010.009349,1148180.071465,502.0,153.0096,27.434952,131.0,55.0,6570.0,2002.536,61.48060809315639,17.001270435665774,2008.0,55603.60413482232,60603.60413482232,1,38127.46312045486,194173.20681866357,2823.9668269997446,3349.216701875963,3477.7064698069216,59.82047149012616,0.9204359051454417,-0.4990719124999037,-0.41885874549411634
MATD0002,MATADERO-2,8876,Boyacá,Valle Medio del Magdalena,5.938067,-74.534825,949738.010855,1148095.99715,502.0,153.0096,27.434952,147.0,63.88888888888889,8876.0,2705.4048000000003,73.26478755182224,16.940102845911355,2008.0,56972.49760921287,61972.49760921287,1,38220.37227752851,193871.08244954183,2823.871374565901,3349.130849130661,3477.6784755915733,60.29215556115359,0.9212926992554896,-0.4998672400744749,-0.4188115673883148
MATR0001,MATADOR-1,5001,Huila,Valle Superior del Magdalena,3.142342,-75.166561,879315.168002,838979.308111,1453.0,442.87440000000004,25.985628,139.0,59.44444444444445,5001.0,1524.3048000000001,64.00543058189594,24.94238854453252,2008.0,98754.65299014587,103754.65299014587,1,45000.75030694936,148563.18861369032,2937.358224061105,3346.4299007647787,3461.5802625477363,51.790562254285156,0.8470656802089519,-0.5203212618655606,-0.32615261708964427
MATN0001N,MATANEGRA NORTE-1,8750,Arauca,Llanos Orientales,6.982,-71.0803,1331729.6902,1264574.8803,466.0,142.0368,27.489815999999998,169.0,76.11111111111111,7704.0,2348.1792,84.02435841007231,24.07590630650008,2009.0,453675.0047014661,458675.0047014661,1,36687.38864550622,115075.29568142303,2864.0520256903606,3326.2641840953847,3457.684401193314,-39.77992854384174,0.06572224250289395,0.08848507865744111,-0.15383370833744103
MAOE0001,MATANEGRA OESTE-1,8800,Arauca,Llanos Orientales,6.9791,-71.0871,1330980.6907,1264256.4305,,149.0,27.455,190.0,87.77777777777779,8804.0,2683.4592000000002,97.06542341561466,25.940555912165404,2009.0,452860.5563280981,457860.5563280981,1,36715.0551250252,115235.87862519847,2863.8230394598795,3326.383344468594,3457.712330903816,-39.603890099139186,0.06706819785708651,0.08748795964650691,-0.15414449259346308
MATN0001,MATANEGRA-1,8509,Arauca,Llanos Orientales,6.968119,-71.103978,1329117.579477,1263026.480119,,140.0,27.5,170.0,76.66666666666667,7927.0,2416.1496,84.86133501960751,23.740804385460034,2009.0,450703.51406853367,455703.51406853367,1,36768.12418142011,115639.56056749562,2863.2653040186683,3326.68936074697,3457.774260439015,-39.192097997550206,0.0702989198832595,0.08508608472527639,-0.15486555622043868
MATN0012,MATANEGRA-12,7696,Arauca,Llanos Orientales,6.965058,-71.104308,1329083.146625,1262687.269701,460.0,140.208,27.49896,180.0,82.22222222222223,8015.0,2442.972,90.5276865621643,25.800020042048907,2009.0,450559.5996394675,455559.5996394675,1,36759.274006883585,115649.46952585885,2863.265707533471,3326.703276134,3457.768486049217,-39.21753496201645,0.07023659806030064,0.08512810286374323,-0.15483411438532155
MATN0002,MATANEGRA-2,9625,Arauca,Llanos Orientales,6.968575,-71.103861,1329130.174351,1263077.013789,461.0,140.5128,27.497436,188.0,86.66666666666667,9625.0,2933.7000000000003,96.94049518389845,23.670811324913398,2009.0,450732.0605106493,455732.0605106493,1,36769.08070894801,115636.49619699917,2863.267672546752,3326.686188955269,3457.774761470883,-39.19053011358473,0.07029301379531251,0.0850910179474216,-0.15486653688728733
MATN0024,MATANEGRA-24,7950,Arauca,Llanos Orientales,6.9798,-71.081278,1331621.197513,1264335.899781,456.0,138.9888,27.505056,186.0,85.55555555555556,7950.0,2423.1600000000003,93.77919826346108,27.350295590658927,2009.0,453493.86290584394,458493.86290584394,1,36685.481835406776,115098.7477416731,2864.0263652940444,3326.285886478374,3457.6836455668627,-39.77758067201041,0.06583415870953674,0.08839958488082443,-0.15384913032313766
MATN0027,MATANEGRA-27,0,Arauca,Llanos Orientales,6.9801,-71.0832,1331411.647,1264372.407,460.0,140.208,27.49896,174.0,78.88888888888889,8200.0,2499.36,87.42664852652614,23.97721357728624,2009.0,453303.8499201934,458303.8499201934,1,36697.05230893813,115143.86018031425,2863.957180375784,3326.3167061519516,3457.694495424943,-39.71383497401298,0.0662647094112588,0.08808238829188215,-0.15395523415097964
MATN0040,MATANEGRA-40,7850,Arauca,Llanos Orientales,6.966936,-71.103034,1329222.796463,1262896.102555,465.0,141.732,27.49134,212.0,100.0,7761.0,2365.5528,107.98525483869285,34.02752829642731,2009.0,450759.85925555235,455759.85925555235,1,36759.09194042528,115617.98114895001,2863.3038641746703,3326.6771857319513,3457.766231548637,-39.23746451414447,0.07003620373489541,0.08527887962500313,-0.15479604612465092
MATN0041,MATANEGRA-41,7900,Arauca,Llanos Orientales,6.975927,-71.093831,1330234.903683,1263898.203441,461.0,140.5128,27.497436,188.0,86.66666666666667,7900.0,2407.92,94.82730785558448,27.9618392037877,2009.0,452043.52057743276,457043.52057743276,1,36740.855775424876,115395.59577928495,2863.596555412503,3326.5020739986066,3457.739665588697,-39.42876013129281,0.0683999260745259,0.08650007342217252,-0.15444939584013395
MATN0042,MATANEGRA-42,7890,Arauca,Llanos Orientales,6.977491,-71.091151,1330530.297536,1264073.301631,,136.0,27.52,212.0,100.0,7890.0,2404.8720000000003,108.14803488987499,33.526954819165006,2009.0,452379.62158110936,457379.62158110936,1,36731.66644141641,115331.80966854957,2863.685643493065,3326.454012820249,3457.729504406671,-39.4953147805077,0.06788152792714855,0.08688511547675831,-0.15433252108303283
MATN0043,MATANEGRA-43,7825,Arauca,Llanos Orientales,6.966667,-71.102979,1329229.103282,1262866.39694,465.0,141.732,27.49134,166.0,74.44444444444444,7824.999999999999,2385.06,82.5104933483858,23.068247066482936,2009.0,450755.992615508,455755.992615508,1,36757.874172526754,115616.858597061,2863.3069097641787,3326.677032597147,3457.765268894741,-39.24248980771591,0.07001198092927223,0.08529642463695943,-0.15478875862598251
MATN0046,MATANEGRA-46,8100,Arauca,Llanos Orientales,6.976135,-71.087378,1330948.753378,1263925.778343,462.0,140.8176,27.495912,182.0,83.33333333333334,8100.0,2468.88,91.74564265056222,26.02383698298913,2009.0,452725.1457983597,457725.1457983597,1,36706.62935606562,115243.4029750991,2863.8251345507697,3326.3956451280355,3457.706041417218,-39.63222015568413,0.0669953744442037,0.087537870874182,-0.15411112962358817
MATN0048,MATANEGRA-48,0,Arauca,Llanos Orientales,6.982197,-71.080094,1331750.518607,1264602.211965,,149.0,27.455,173.0,78.33333333333334,8074.0,2460.9552000000003,86.71298017153299,24.07926002534828,2009.0,453703.5987832894,458703.5987832894,1,36686.902384588415,115070.42113029958,2864.0585042737202,3326.2602969561267,3457.683854610361,-39.78379282137392,0.06568661698383423,0.08851161273525453,-0.15382610336054384
MATN0050,MATANEGRA-50,7980,Arauca,Llanos Orientales,6.9685,-71.101,1329443.135,1263070.041,460.0,140.208,27.49896,188.0,86.66666666666667,7852.0,2393.2896,94.76678047164793,28.106845269226064,2009.0,451028.3597449029,456028.3597449029,1,36753.767834356884,115568.81409281428,2863.3704301396024,3326.6395628585174,3457.759156672577,-39.285867385579365,0.0696534473023052,0.08556400022188868,-0.15471227352503863
MATN0052,MATANEGRA-52,7950,Arauca,Llanos Orientales,6.975076,-71.100264,1329523.610167,1263799.436117,464.0,141.4272,27.492864,178.0,81.11111111111111,7950.0,2423.1600000000003,89.33475381901664,25.521174754872412,2009.0,451340.97874118015,456340.97874118015,1,36772.317149142946,115547.80696503584,2863.370360156747,3326.609720346794,3457.7717939384315,-39.23046384323494,0.06978056071621201,0.0854774985447847,-0.15477675809300898
MATN0063,MATANEGRA-63,8042,Arauca,Llanos Orientales,6.964823,-71.104185,1329096.954672,1262661.276964,466.0,142.0368,27.489815999999998,190.0,87.77777777777779,8042.0,2451.2016000000003,96.11720072502028,27.9974461199031,2009.0,450564.06514497503,455564.06514497503,1,36757.81526893667,115646.72245095286,2863.2710550704287,3326.7019222228737,3457.7672432289833,-39.22440418656367,0.07019866311734467,0.08515581340957083,-0.15482368528220694
MATN0008,MATANEGRA-8,7993,Arauca,Llanos Orientales,6.970517,-71.098681,1329702.053683,1263295.654765,,140.0,27.5,195.0,90.55555555555556,7993.0,2436.2664,98.83333712129709,29.279777088949345,2009.0,451342.87459371134,456342.87459371134,1,36748.40180661151,115512.76416963695,2863.4452654600973,3326.59606162122,3457.751759207992,-39.33759261350839,0.06922904601161833,0.08588043034434668,-0.15462080121389393
9409,MATANEGRA-X5,8100,Arauca,Llanos Orientales,6.9815,-71.0749,1332326.828,1264531.412,460.0,140.208,27.49896,182.0,83.33333333333334,7800.0,2377.44,91.36782972696422,26.86455587815643,2009.0,454221.1526734852,459221.1526734852,1,36655.76595129457,114948.60392623214,2864.2444598404054,3326.176610567372,3457.6549939396673,-39.95254939491621,0.06453423183618869,0.08935992672645829,-0.1535418167625039
10105,MATAOSCURA SUR-1,9000,Arauca,Llanos Orientales,6.9145,-71.2375,1314382.947,1256999.895,479.0,145.9992,27.470004,194.0,90.0,9000.0,2743.2000000000003,99.52719562794472,26.267567668396293,2009.0,434831.48833841435,439831.48833841435,1,37082.724602635615,118948.25717972843,2858.50650444046,3329.011916690998,3458.446925744655,-34.563144536529954,0.1000270893662026,0.06284602657633777,-0.16153811050643466
MATO0001,MATAOSCURA-1,8897,Arauca,Llanos Orientales,6.932214,-71.219394,1316371.080242,1258971.775249,479.0,145.9992,27.470004,210.0,98.8888888888889,8897.0,2711.8056,108.2904735493373,29.80319442858931,2009.0,437357.1724089742,442357.1724089742,1,37104.548262259064,118462.7006117609,2859.1323427234797,3328.662353429567,3458.3643848577804,-35.19824466009032,0.0960969167140294,0.0657935718304046,-0.1607067790757269
MATG001,MATEGUAFA-1,10000,Casanare,Llanos Orientales,5.0678,-71.853,1247122.082,1052263.648,535.0,163.068,27.38466,222.0,105.55555555555556,9544.0,2909.0112000000004,115.73432268726492,30.371028714934102,2009.0,349995.61584690853,354995.61584690853,1,37404.86479566469,150103.7973623293,2852.8549708119353,3348.4528863612704,3465.0767141763645,3.3094852171429334,0.2036355675957827,-0.025944226369954193,-0.17108151420882792
MTMR0001,MATEMARRANO-1,8623,Casanare,Llanos Orientales,4.898948,-71.889195,1243164.445982,1033561.346268,516.0,157.2768,27.413615999999998,195.0,90.55555555555556,8623.0,2628.2904000000003,99.62014791952666,27.472813475834577,2009.0,350095.34588906565,355095.34588906565,1,36652.5107951243,152713.3201493666,2855.9510511412545,3349.4630438784798,3465.593947183155,2.841744399162546,0.20298783030416934,-0.02866006789412305,-0.16806779121568954
MTMR0002,MATEMARRANO-2,7980,Casanare,Llanos Orientales,4.899,-71.8894,1243137.4139,1033565.7288,516.0,157.2768,27.413615999999998,195.0,90.55555555555556,7654.0,2332.9392000000003,98.40560473474581,30.430278137872513,2009.0,350071.9101961539,355071.9101961539,1,36653.28803585439,152712.41549094385,2855.9461563435407,3349.46184771038,3465.59399847265,2.852496797829884,0.2030721867601073,-0.028713577027152812,-0.1681000089485723
MATE0001,MATEPALMA-1,9889,Casanare,Llanos Orientales,5.2447,-71.769406,1256325.111799,1071871.525814,548.0,167.03040000000001,27.364848,240.0,115.55555555555556,9889.0,3014.1672000000003,126.13513144030283,32.76868099430676,2009.0,356030.54414099804,361030.54414099804,1,37827.82615671915,148759.0786981755,2851.165498229934,3347.8991748057533,3464.9100241404312,1.043434230653019,0.1856915748230834,-0.011709798620999363,-0.16641398927437873
MTPN0001,MATEPINA-1,8420,Casanare,Llanos Orientales,4.8216,-71.9228,1239463.2054,1024991.533,516.0,157.2768,27.413615999999998,175.0,79.44444444444444,7825.0,2385.06,87.5104933483858,25.19721824540506,2009.0,348672.6941575219,353672.6941575219,1,36339.28185250306,154358.65423607628,2857.351426995025,3349.882741206407,3465.990435521999,3.0199710971145572,0.20787761142870032,-0.03354325820884091,-0.16831597482156957
MAUR0001N,MAURITIA NORTE-1,10000,Casanare,Llanos Orientales,4.9953,-72.0069,1230062.85,1044186.424,553.0,168.55440000000002,27.357228,216.0,102.22222222222223,9997.0,3047.0856000000003,112.9249464676417,28.08182299428729,2009.0,334940.75208794343,339940.75208794343,1,37420.6575560711,151223.60541493475,2851.525648067468,3348.3631164013655,3465.4542036028706,10.101938922285003,0.2580627831651705,-0.06250724536780748,-0.19001820481941836
MAUR0001,MAURITIA-1,8880,Casanare,Llanos Orientales,4.882,-72.0378,1226672.452,1031635.109,575.0,175.26000000000002,27.3237,200.0,93.33333333333334,8880.0,2706.6240000000003,102.71412649774219,27.85404492746025,2009.0,334617.6338718057,339617.6338718057,1,36866.762595283144,153163.94033020097,2853.8611809356075,3348.9728743067444,3465.8731692866268,9.743553014408432,0.2594375630691714,-0.06568255391159253,-0.1885289585622043
MEDI0001,MEDINA-1,16200,Boyacá,Llanos Orientales,4.728838,-73.140361,1104356.944529,1014423.288865,3729.0,1136.5992,22.517004,226.0,107.77777777777779,16213.0,4941.722400000001,121.58851100813646,20.047970927734923,2009.0,225998.3620485286,230998.3620485286,4,37707.590301554264,164063.38818602587,2854.713204591812,3346.435357064179,3469.8399220948727,48.584412695725725,0.6604997157276958,-0.33365408007934944,-0.32819673949253025
MELU0001,MELUA-1,4763,Meta,Llanos Orientales,3.667106,-72.777669,1144799.971486,897050.05602,740.0,225.55200000000002,27.07224,160.0,71.11111111111111,4763.0,1451.7624,75.39349181820549,33.28454561035986,2009.0,278286.537131814,283286.537131814,2,33977.0669231237,182488.71093866896,2886.6649549764397,3350.2859836466664,3474.0993897183535,6.349965740245157,0.36370858533476874,-0.17271354623480767,-0.1912115196375069
MEND0001,MENDEZ-1,9608,Tolima,Valle Medio del Magdalena,5.04635,-74.764897,924148.0593,1049504.097027,771.0,235.0008,27.024995999999998,150.0,65.55555555555556,9608.0,2928.5184,75.80947952763742,16.658417965766382,2008.0,58498.488220203246,63498.488220203246,2,42367.179230031026,191214.78371687842,2867.5770143968084,3348.889439686245,3475.4793082446577,56.725217469145846,1.0274506316991159,-0.5735001417629948,-0.4535520306890022
MENE0001,MENEGUA-1,5895,Meta,Llanos Orientales,3.8926,-72.6724,1156454.0044,922013.9982,643.0,195.9864,27.220067999999998,190.0,87.77777777777779,5895.0,1796.796,93.41808077467374,36.842252974001354,2009.0,283412.7408690693,288412.7408690693,2,34783.07734643329,178183.06845022857,2880.004708261455,3350.480008029389,3472.878449031679,8.959524150986978,0.3622805362910477,-0.1640287662374626,-0.19800067636315874
MENE0002,MENEGUA-2,5489,Meta,Llanos Orientales,3.8926,-72.6793,1155690.0015,922005.0052,616.0,187.7568,27.261215999999997,184.0,84.44444444444444,5489.0,1673.0472,89.58881694726553,37.253940562624614,2009.0,282662.7837514639,287662.7837514639,2,34830.92460140244,178159.2400948607,2880.023780246388,3350.436622160174,3472.8775954728217,9.196979123875654,0.3647363079345202,-0.1656668587172023,-0.19887450354390812
META0001,META-1,8700,Meta,Llanos Orientales,3.937875,-73.587061,1054849.70017,926902.731766,1247.0,380.0856,26.299571999999998,152.0,66.66666666666667,6980.0,2127.504,73.66395319658959,22.262887024696354,2009.0,183619.7215577056,188619.7215577056,2,35772.074777730915,185223.6190815721,2895.334816845636,3349.5276721812743,3474.8701604930293,26.914089748239558,0.6380622974711925,-0.3509978898170828,-0.28881146188065077
METI0001,METICA-1,11171,Meta,Llanos Orientales,4.270817,-72.846336,1137069.801592,963813.576308,548.0,167.03040000000001,27.364848,234.0,112.22222222222223,11171.0,3404.9208000000003,124.1742209726966,28.432195243042543,2009.0,258808.1330845474,263808.13308454736,2,37253.987883323236,169571.12139266825,2868.7901514429486,3348.3873435243877,3470.797126511634,26.0193209556466,0.48554588493502965,-0.2325948283894203,-0.2540605160824495
MICH0001,MICHU-1,4813,Tolima,Valle Superior del Magdalena,4.199442,-75.130028,883513.9032,955888.930931,2280.0,694.9440000000001,24.725279999999998,104.0,40.0,1871.0,570.2808,41.33542389683645,29.126254814884977,2008.0,22758.062654809666,27758.062654809666,2,43955.10735743758,177322.362635007,2904.3384700564134,3351.017603562363,3469.6372661232917,53.549016105569756,0.9913589271848452,-0.5828408239979301,-0.408794276402021
MIMB0001,MIMBRE-1,2560,Boyacá,Valle Medio del Magdalena,6.121922,-74.568267,946053.039268,1168432.040678,500.0,152.4,27.438,104.0,40.0,2560.0,780.288,41.95102394483964,18.59957342012134,2008.0,68139.00845382459,73139.00845382459,1,37477.45664785785,194880.18898091413,2815.606560072833,3349.7426393083683,3477.9223798868875,57.02558935925316,0.8706846187768593,-0.46812046130929474,-0.40020033727968457
MINA0002,MINAS-2,11845,Cesar,Valle Medio del Magdalena,7.832074,-73.602717,1052742.402057,1357566.740253,179.0,54.559200000000004,27.927204,176.0,80.0,11845.0,3610.356,92.57655751554647,17.906642313263973,2008.0,285284.67716102226,290284.67716102226,1,38068.88210317106,131680.89695404362,2773.957416023096,3330.076586395293,3462.3089914473176,30.732657403130286,0.3807531500239115,-0.27582363449649744,-0.09823529111609762
MIRD0001,MIRADOR-1,3523,Casanare,Llanos Orientales,5.2112,-72.5994,1164273.1771,1067891.9587,1158.0,352.95840000000004,26.435208,120.0,48.88888888888889,2510.0,765.048,50.79319276795399,31.83850525451212,2009.0,265810.0401846579,270810.0401846579,1,39491.996353851224,152227.11406056705,2836.7268404615797,3345.913006265012,3466.798609056127,43.142725863095734,0.5189325708978325,-0.23017798705315778,-0.2860783183804191
